request_id,mol_id,canonical_smiles,isomeric_smiles,program,method_family,theory_level,basis_set,solvation_model,status,recommended_next_action,notes
qreq_2aede66abb93392d,mol_ptzxfwovymhbek-owojbtedsa-n,FC(=CCl)C(F)(F)C(F)(F)C(F)F,F/C(=C/Cl)C(F)(F)C(F)(F)C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_253e4ed6274615b05bfc priority_score=0.741333; completed quantum pilot results already ingested
qreq_8e33463ae187df63,mol_ptzxfwovymhbek-uphrsurjsa-n,FC(=CCl)C(F)(F)C(F)(F)C(F)F,F/C(=C\Cl)C(F)(F)C(F)(F)C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_babecf4cd280bab37cbe priority_score=0.741333; completed quantum pilot results already ingested
qreq_afebd3871c582dff,mol_pvdrxjacopoied-uhfffaoysa-n,N#CC=C(C(F)(F)F)C(F)(F)F,N#CC=C(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_92162b830ea6688e6282 priority_score=0.741333; completed quantum pilot results already ingested
qreq_15da9aec5d615f34,mol_pxhpmsuxbsiian-hnquoiggsa-n,FC(=C(F)C(F)(F)F)C(F)C(F)F,F/C(=C(/F)C(F)(F)F)C(F)C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_339b11f2009a2b6a679e priority_score=0.741333; completed quantum pilot results already ingested
qreq_34495ecad6ce230f,mol_pxhpmsuxbsiian-uhfffaoysa-n,FC(=C(F)C(F)(F)F)C(F)C(F)F,FC(=C(F)C(F)(F)F)C(F)C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_a13fd74e5c5f68ddb2c4 priority_score=0.741333; completed quantum pilot results already ingested
qreq_44c0edc892e9ea10,mol_sezmerrvubvxmc-ihwypqmzsa-n,FC(F)(F)C(Cl)=C(CCl)C(F)(F)F,FC(F)(F)/C(Cl)=C(\CCl)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_734dc0acb41ab942d166 priority_score=0.741333; completed quantum pilot results already ingested
qreq_ab0f22be5173cc6c,mol_sezmerrvubvxmc-nscuhmnnsa-n,FC(F)(F)C(Cl)=C(CCl)C(F)(F)F,FC(F)(F)/C(Cl)=C(/CCl)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_4443970d90e2987c5d43 priority_score=0.741333; completed quantum pilot results already ingested
qreq_e1777f7299a0dbfa,mol_sgiwbxsluiqibg-uhfffaoysa-n,FC(F)=C(C(F)C(F)F)C(F)(F)F,FC(F)=C(C(F)C(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_20f00309bc6570522765 priority_score=0.741333; completed quantum pilot results already ingested
qreq_6d4b2a057dc40fc3,mol_skqjyupafgvyks-uphrsurjsa-n,FC=CC(F)(C(F)(F)F)C(F)(F)F,F/C=C\C(F)(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_309c982bab42922f850b priority_score=0.741333; completed quantum pilot results already ingested
qreq_351330c2c8b2d49b,mol_ufgopqhljhakhm-uhfffaoysa-n,O=S(=O)(F)C(F)(F)OC(F)=C(F)F,O=S(=O)(F)C(F)(F)OC(F)=C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_3be9f59f2da01192d5c9 priority_score=0.741333; completed quantum pilot results already ingested
qreq_8925c297ee53d6fa,mol_usgrafryjslaeq-nscuhmnnsa-n,FCC(F)(F)C(F)(F)C(Cl)=C(F)Cl,FCC(F)(F)C(F)(F)/C(Cl)=C(\F)Cl,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_e96466ae1ec3a2a186bc priority_score=0.741333; completed quantum pilot results already ingested
qreq_bf79540b476c6775,mol_vywkbacggzrthj-nscuhmnnsa-n,FCC(F)(F)C(Cl)=C(Cl)C(F)(F)F,FCC(F)(F)/C(Cl)=C(\Cl)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_4a8add74c4b9e40e6b3d priority_score=0.741333; completed quantum pilot results already ingested
qreq_a98e44210538e1e7,mol_wkpzqbflntypjm-uhfffaoysa-n,FC(F)=C(F)C(F)(Cl)C(Cl)(Cl)CCl,FC(F)=C(F)C(F)(Cl)C(Cl)(Cl)CCl,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_f543a7dd0a76f93e475d priority_score=0.741333; completed quantum pilot results already ingested
qreq_79608a5f8a51cef3,mol_xuxfaropjwwree-owojbtedsa-n,FC(F)(F)C(F)(Cl)C(F)(F)C=CCl,FC(F)(F)C(F)(Cl)C(F)(F)/C=C/Cl,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_545c6589369abdfdd5d7 priority_score=0.741333; completed quantum pilot results already ingested
qreq_ddef760cb4860efc,mol_xuxfaropjwwree-uhfffaoysa-n,FC(F)(F)C(F)(Cl)C(F)(F)C=CCl,FC(F)(F)C(F)(Cl)C(F)(F)C=CCl,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_240503700eb9513f8333 priority_score=0.741333; completed quantum pilot results already ingested
qreq_62a580e5f0059cc8,mol_yjbpvnldawodra-owojbtedsa-n,FC=CC(Cl)(C(F)(F)F)C(F)(F)F,F/C=C/C(Cl)(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_787b30fdc2c608e3daf7 priority_score=0.741333; completed quantum pilot results already ingested
qreq_abac10188bd7c22d,mol_yjbpvnldawodra-uphrsurjsa-n,FC=CC(Cl)(C(F)(F)F)C(F)(F)F,F/C=C\C(Cl)(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_836618636ac4fe5712c2 priority_score=0.741333; completed quantum pilot results already ingested
qreq_a1b5fe64b96f0c1b,mol_bnzwxlzradplcy-uhfffaoysa-n,FC=C(CF)C(F)(F)C(F)(F)F,FC=C(CF)C(F)(F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_17bf8dae56dabb78a97b priority_score=0.741; completed quantum pilot results already ingested
qreq_590b1a7d3ca6031a,mol_cglwhablupitjq-uhfffaoysa-n,CC(F)=C(C(F)(F)F)C(F)(F)F,CC(F)=C(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_5b03913d830af6e1b625 priority_score=0.741; completed quantum pilot results already ingested
qreq_403d9fb75f453084,mol_ciqzuhayqppfoe-uhfffaoysa-n,FCC(F)(F)C(F)=CC(F)(F)F,FCC(F)(F)C(F)=CC(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_0fd8ac76560c836eeb72 priority_score=0.741; completed quantum pilot results already ingested
qreq_bfc45734e0598a57,mol_cxfboapnauxfqk-uhfffaoysa-n,FC(F)=CCC(F)(F)C(F)(F)F,FC(F)=CCC(F)(F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_1b33fec28fd8b36568c0 priority_score=0.741; completed quantum pilot results already ingested
qreq_9d94d4c162da9b6d,mol_daijnsnkaufmpr-uhfffaoysa-n,FC(F)C(F)(F)C(F)(F)C=CCl,FC(F)C(F)(F)C(F)(F)C=CCl,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_63e1923df98c1a68b637 priority_score=0.741; completed quantum pilot results already ingested
qreq_d6cff843f11a8c2a,mol_dhwyievmqkvxit-uhfffaoysa-n,FC(F)(F)CC(Cl)=CC(Cl)(Cl)Cl,FC(F)(F)CC(Cl)=CC(Cl)(Cl)Cl,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_ba23dbb42e110b290286 priority_score=0.741; completed quantum pilot results already ingested
qreq_0aab20217cc64696,mol_dwxwtycyfoggpy-uhfffaoysa-n,FC(F)=CC(F)(F)CC(F)(F)F,FC(F)=CC(F)(F)CC(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_7628682e2fa8b69f2b06 priority_score=0.741; completed quantum pilot results already ingested
qreq_8bd7927ccfc240f8,mol_fhksbnvlmzmyci-uhfffaoysa-n,FC=CC(C(F)(F)F)C(F)(F)F,FC=CC(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_1c737ea11769390732d3 priority_score=0.741; completed quantum pilot results already ingested
qreq_4ac92d76a9bdcab8,mol_fmalmapagvfuqi-uhfffaoysa-n,CC(Cl)=C(C(F)(F)F)C(F)(F)F,CC(Cl)=C(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_a8efa1f4fe030402d947 priority_score=0.741; completed quantum pilot results already ingested
qreq_89d447c204978b42,mol_fqjhhxbfddksep-uhfffaoysa-n,FCC=C(C(F)(F)F)C(F)(F)F,FCC=C(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_cf24c4258d58cc9d6387 priority_score=0.741; completed quantum pilot results already ingested
qreq_caa9ff1f0b5eea01,mol_fwbfniazybjitq-uhfffaoysa-n,FC=CC(F)(F)C(F)(F)C(F)F,FC=CC(F)(F)C(F)(F)C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_08baf16ae0010676705e priority_score=0.741; completed quantum pilot results already ingested
qreq_3db02f30c2cc6c24,mol_gmzgixbfgsznkq-uhfffaoysa-n,FCC(F)(F)C(F)(F)C=C(F)F,FCC(F)(F)C(F)(F)C=C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_d02264d213746c1e5060 priority_score=0.741; completed quantum pilot results already ingested
qreq_53814a20aecedf9b,mol_gnbpixraiatwon-uhfffaoysa-n,FCC(=CC(F)(F)F)C(F)(F)F,FCC(=CC(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_9d7f6444a3f79d6830b4 priority_score=0.741; completed quantum pilot results already ingested
qreq_7f01931f493a5aef,mol_gxnxhsjsxvjqak-uhfffaoysa-n,C=CC(F)(F)C(F)(F)C(F)(F)Cl,C=CC(F)(F)C(F)(F)C(F)(F)Cl,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_fca85bcb945c229fdd94 priority_score=0.741; completed quantum pilot results already ingested
qreq_d156bd62a9b2adc7,mol_gzlzmqsnysqonl-uhfffaoysa-n,CC(F)(F)C(F)(F)C(F)=C(F)F,CC(F)(F)C(F)(F)C(F)=C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_4414ea1c43182e8a8076 priority_score=0.741; completed quantum pilot results already ingested
qreq_1903f01e51667e05,mol_hvnspclxzvlnbm-uhfffaoysa-n,FC(F)(F)C(C=CBr)C(F)(F)F,FC(F)(F)C(C=CBr)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_1310cb44a0dcd80b60da priority_score=0.741; completed quantum pilot results already ingested
qreq_18fc863270319a67,mol_ikwiwvclxofinz-uhfffaoysa-n,FC(F)C=C(C(F)F)C(F)(F)F,FC(F)C=C(C(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_341fbfb91acc6536f6a4 priority_score=0.741; completed quantum pilot results already ingested
qreq_9de15397c7ef4da7,mol_jbyvvefbyydzim-uhfffaoysa-n,CC(=C(F)C(F)(F)F)C(F)(F)F,CC(=C(F)C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_064ef2d92c836a89d3b1 priority_score=0.741; completed quantum pilot results already ingested
qreq_6df325d713cceaa7,mol_jdybuvcponvyop-uhfffaoysa-n,FC(F)=CC(F)(F)CC(F)(F)Br,FC(F)=CC(F)(F)CC(F)(F)Br,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_a49073519a9d4e226c95 priority_score=0.741; completed quantum pilot results already ingested
qreq_0f21ceb425f5bb54,mol_jethwawuakncfr-uhfffaoysa-n,CC(F)(F)C(Cl)=C(F)C(F)(F)F,CC(F)(F)C(Cl)=C(F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_bd6d97a552c392f9008c priority_score=0.741; completed quantum pilot results already ingested
qreq_c64ca0f63ec90bbe,mol_jevwplvnikvdbm-uhfffaoysa-n,O=C(OC(F)(F)F)C(OF)=C(F)F,O=C(OC(F)(F)F)C(OF)=C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_839ae3e4f33a38d2b21d priority_score=0.741; completed quantum pilot results already ingested
qreq_6e46de54087d0486,mol_jraueucavkyhjf-uhfffaoysa-n,CC(F)(F)C(=C(F)F)C(F)(F)F,CC(F)(F)C(=C(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_21797e72bca53a31b35a priority_score=0.741; completed quantum pilot results already ingested
qreq_c1c9f3acfd92e447,mol_kfivwfvggtyzch-uhfffaoysa-n,FC(=CCC(F)(F)F)C(F)(F)F,FC(=CCC(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_9b139e7e66d0ebeee2ec priority_score=0.741; completed quantum pilot results already ingested
qreq_6a60980996906724,mol_kqxotsmgcfsfnm-uhfffaoysa-n,CC(=C(F)F)C(F)(F)C(F)(F)F,CC(=C(F)F)C(F)(F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_88aa3d475bffc3f77d5f priority_score=0.741; completed quantum pilot results already ingested
qreq_fa44cf9c565921e9,mol_lldhmartuvpvcf-uhfffaoysa-n,FC(=CC(F)(F)F)CC(F)(F)F,FC(=CC(F)(F)F)CC(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_a90dea6768fce9a6793f priority_score=0.741; completed quantum pilot results already ingested
qreq_4e037815d4aff293,mol_llylxtznyyedjg-uhfffaoysa-n,CC(F)(F)C(F)=C(F)C(F)(F)F,CC(F)(F)C(F)=C(F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_2ccbe9e8c3fb50b7dbe8 priority_score=0.741; completed quantum pilot results already ingested
qreq_e8464452d14ee009,mol_mgoaptrcoonkrs-uhfffaoysa-n,FC(F)(F)C=C(Cl)CC(F)(F)F,FC(F)(F)C=C(Cl)CC(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_32f0b2097e58bf383d83 priority_score=0.741; completed quantum pilot results already ingested
qreq_b3cbd09704da77d6,mol_mhzjytbluablmt-uhfffaoysa-n,C=C(SNC(=S)C#N)C(F)(F)F,C=C(SNC(=S)C#N)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_8b18dd285b6e9df701ed priority_score=0.741; completed quantum pilot results already ingested
qreq_5b3d7cc2c65621e4,mol_mvnblqxtgktfol-uhfffaoysa-n,FC(F)=CC(F)(F)CC(F)(F)Cl,FC(F)=CC(F)(F)CC(F)(F)Cl,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_8f175fd3289564ae470a priority_score=0.741; completed quantum pilot results already ingested
qreq_2fc2655548f3c112,mol_nhgsudhiukawhn-uhfffaoysa-n,C=C(F)C(C(F)(F)F)C(F)(F)F,C=C(F)C(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_81f338b9cf2931e9179d priority_score=0.741; completed quantum pilot results already ingested
qreq_eb7c2cc6ebf2fcfe,mol_orudjshlmhttqm-uhfffaoysa-n,CC(=C(F)Cl)C(F)(F)C(F)(F)F,CC(=C(F)Cl)C(F)(F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_8637093ba70f4fde01f1 priority_score=0.741; completed quantum pilot results already ingested
qreq_060e7b9a5059b8aa,mol_oxvrwkdpdtyoeq-uhfffaoysa-n,F[C](F)CC(F)(F)C(F)=C(F)F,F[C](F)CC(F)(F)C(F)=C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_209eb93ee40a013b1c81 priority_score=0.741; completed quantum pilot results already ingested
qreq_1b39677d34ce66f7,mol_qfmkztbepnuved-uhfffaoysa-n,FC(F)(F)C(C=CCl)C(F)(F)F,FC(F)(F)C(C=CCl)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_41fb1902fded91a04222 priority_score=0.741; completed quantum pilot results already ingested
qreq_56dd23d9ba37163a,mol_qnfjwhjzqqhojw-uhfffaoysa-n,C=CC(F)(F)C(F)(F)C(F)(F)Br,C=CC(F)(F)C(F)(F)C(F)(F)Br,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_89513c7d4822ccdc46fb priority_score=0.741; completed quantum pilot results already ingested
qreq_13f3d3d326c6f4fe,mol_qtlnfaptixfpch-uhfffaoysa-n,FC(F)(F)C(=CCBr)C(F)(F)F,FC(F)(F)C(=CCBr)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_1295655b38bd46cacb8c priority_score=0.741; completed quantum pilot results already ingested
qreq_530c977430299fef,mol_rtfliyysisyclf-uhfffaoysa-n,FC(F)(F)C(=CCCl)C(F)(F)F,FC(F)(F)C(=CCCl)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_c35285c1a8e698576393 priority_score=0.741; completed quantum pilot results already ingested
qreq_afe5c79dddf72fae,mol_uadhucgmzcqxjz-uhfffaoysa-n,C=C(Cl)C(C(F)(F)F)C(F)(F)F,C=C(Cl)C(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_faa14d4a2a727e101855 priority_score=0.741; completed quantum pilot results already ingested
qreq_2db5c868a6dfbf48,mol_uelogubgujhgpj-uhfffaoysa-n,CC(Cl)=C(Cl)C(F)(F)C(F)(F)F,CC(Cl)=C(Cl)C(F)(F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_e270c3296432dc889d6f priority_score=0.741; completed quantum pilot results already ingested
qreq_52052c884f63e8fc,mol_vppyvkqapzkvcy-uhfffaoysa-n,CC(=C(Cl)C(F)(F)F)C(F)(F)F,CC(=C(Cl)C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_febd0d0bc3623a1fec79 priority_score=0.741; completed quantum pilot results already ingested
qreq_f2bcbd8fe5f8810a,mol_wzxprwgmybzydu-uhfffaoysa-n,FC(F)(F)CC=C(Cl)C(F)(F)F,FC(F)(F)CC=C(Cl)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_7c930b0f52648dd9a617 priority_score=0.741; completed quantum pilot results already ingested
qreq_1616a0cb81dee5aa,mol_yoihzdolvjdwdy-uhfffaoysa-n,C=CC(F)(C(F)(F)F)C(F)(F)F,C=CC(F)(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_63a1b7866530aaf0eb7c priority_score=0.741; completed quantum pilot results already ingested
qreq_25ca22a9dafcfc93,mol_ysxhvejecdhoif-uhfffaoysa-n,CC(F)=C(F)C(F)(F)C(F)(F)F,CC(F)=C(F)C(F)(F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_27d1a2f66dcb93368c1e priority_score=0.741; completed quantum pilot results already ingested
qreq_7489e9b8cf668b94,mol_zhkvusshabanqg-uhfffaoysa-n,C=C(F)C(F)(F)C(F)(F)C(F)F,C=C(F)C(F)(F)C(F)(F)C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_0831f49f40106a99cd85 priority_score=0.741; completed quantum pilot results already ingested
qreq_d4085d8e4286e6ee,mol_ziflxkzdaugrgn-uhfffaoysa-n,C=CC(Cl)(C(F)(F)F)C(F)(F)F,C=CC(Cl)(C(F)(F)F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_c0d6785c002bdab15cbf priority_score=0.741; completed quantum pilot results already ingested
qreq_30144d76c5c1ecba,mol_mabbgnzdqdwxox-ijivkgsjsa-n,N#CC(=CCl)S(=O)(=O)C(C#N)=CCl,N#C/C(=C\Cl)S(=O)(=O)/C(C#N)=C/Cl,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_3d8bb08f43b69257bf0e priority_score=0.740667; completed quantum pilot results already ingested
qreq_83611099fdff44f4,mol_vtikvlnbchcnnx-uhfffaoysa-n,O=C=C(S(=O)(=O)F)S(F)(F)(F)(F)F,O=C=C(S(=O)(=O)F)S(F)(F)(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_51c9849fe5c68f122db6 priority_score=0.740667; completed quantum pilot results already ingested
qreq_3d375f1cb1b4a829,mol_xpsfvchmsdesce-lokdlidfsa-n,OOC=C(F)C(F)=C(F)C(F)(F)F,OO/C=C(F)/C(F)=C(/F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_c226a9bd9a70d1ed73a4 priority_score=0.740667; completed quantum pilot results already ingested
qreq_e07527aea410a8a8,mol_ckusamwaelhzny-uhfffaoysa-n,N#CC(F)=C(F)C(F)=C=C(F)I,N#CC(F)=C(F)C(F)=C=C(F)I,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_a6df2c73bd57e11e0cf9 priority_score=0.740333; completed quantum pilot results already ingested
qreq_878801cb14afacaf,mol_cosazxitmrjleb-uhfffaoysa-n,C=C=COOC(F)(F)C(F)(F)F,C=C=COOC(F)(F)C(F)(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_c56fff867a36bd3d003f priority_score=0.740333; completed quantum pilot results already ingested
qreq_9e56e21fc5f782df,mol_dopfehvggoannv-jjnofaktsa-n,FC=C(F)C(F)=C(F)C(F)=C(F)F,FC=C(F)/C(F)=C(\F)C(F)=C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_fba1d4df5e3ecebb3a14 priority_score=0.740333; completed quantum pilot results already ingested
qreq_89d0f9836f0dd9a9,mol_mgawksnegfgfrv-uhfffaoysa-n,C=COOC(F)(F)C(F)=C(F)F,C=COOC(F)(F)C(F)=C(F)F,xtb,semiempirical,GFN2-xTB,,gas_phase,completed,run_quantum,request only; build never fabricates quantum results; selected from active_learning_queue queue_entry_id=alq_7a705e5fc7ac865998de priority_score=0.740333; completed quantum pilot results already ingested
