queue_entry_id,mol_id,campaign_id,model_version,acquisition_strategy,priority_score,uncertainty_score,novelty_score,feasibility_score,hard_constraint_status,recommended_next_action,payload_json,status,created_at,updated_at,expires_at,notes
alq_49f297b949f8cd18683c,mol_mizlgwkezapefj-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,coverage_gap,0.512,0.5,0.25,0.913333,passed,manual_curation,"{""coverage_tier"": ""C"", ""missing_properties"": [""ashrae_safety"", ""cop_standard_cycle"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-1123"", ""score_components"": {""coverage_gap"": 0.5, ""feasibility"": 0.9133333333333333, ""novelty"": 0.25, ""performance"": 0.5, ""uncertainty"": 0.5}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierc_candidate_r1123""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
alq_c2aec4e0d7ffa3ab1b15,mol_mssnhsvigihoja-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.511,0.0,0.4,0.873333,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-245fa"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.8733333333333333, ""novelty"": 0.4, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r245fa""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_12c291236c34a87da207,mol_ufhflcqgniynrp-vvkomztbsa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,coverage_gap,0.51,0.6,0.0,1.0,passed,literature_search,"{""coverage_tier"": ""C"", ""missing_properties"": [""ashrae_safety"", ""cop_standard_cycle"", ""gwp_100yr"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""promoted_gap"", ""r_number"": """", ""score_components"": {""coverage_gap"": 0.6, ""feasibility"": 1.0, ""novelty"": 0.0, ""performance"": 0.5, ""uncertainty"": 0.6}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_deuterium""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
alq_9e95f72c8dcb2731b67c,mol_qysgyzvsczslht-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.508515,0.0,0.55,0.813333,passed,run_quantum,"{""coverage_tier"": ""B"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-218"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.8133333333333334, ""novelty"": 0.55, ""performance"": 0.9217177495218327, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_r218""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_a6363178eb98e5ac9aee,mol_lcglnkutagevqw-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,uncertainty_sampling,0.507667,0.1,0.15,0.951111,passed,run_cycle,"{""coverage_tier"": ""B"", ""missing_properties"": [""thermal_conductivity_liquid_wmk""], ""queue_scope"": ""promoted_gap"", ""r_number"": """", ""score_components"": {""coverage_gap"": 0.1, ""feasibility"": 0.9511111111111111, ""novelty"": 0.15, ""performance"": 1.0, ""uncertainty"": 0.1}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_dimethylether""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
alq_1944119c73c3d85792f9,mol_fxrlmcrcydhqfw-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.502667,0.0,0.35,0.884444,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-1234yf"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.8844444444444445, ""novelty"": 0.35, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r1234yf""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_c04a9643da4b0f6c7fde,mol_ohmhbgpwchtmqe-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.502333,0.0,0.35,0.882222,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-123"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.8822222222222222, ""novelty"": 0.35, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r123""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_7a5499918f807b1bba12,mol_dnnsswssydeubz-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,coverage_gap,0.502,0.6,0.05,0.88,passed,literature_search,"{""coverage_tier"": ""C"", ""missing_properties"": [""ashrae_safety"", ""cop_standard_cycle"", ""gwp_100yr"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""promoted_gap"", ""r_number"": """", ""score_components"": {""coverage_gap"": 0.6, ""feasibility"": 0.88, ""novelty"": 0.05, ""performance"": 0.5, ""uncertainty"": 0.6}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_krypton""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
alq_1b8dfc7a14538b9fff48,mol_fhnfhkcvqcljfq-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,coverage_gap,0.502,0.6,0.05,0.88,passed,literature_search,"{""coverage_tier"": ""C"", ""missing_properties"": [""ashrae_safety"", ""cop_standard_cycle"", ""gwp_100yr"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""promoted_gap"", ""r_number"": """", ""score_components"": {""coverage_gap"": 0.6, ""feasibility"": 0.88, ""novelty"": 0.05, ""performance"": 0.5, ""uncertainty"": 0.6}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_xenon""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
alq_873fb00afb2fcd03e1e3,mol_cdooaushhfgwsa-owojbtedsa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.496,0.0,0.35,0.84,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-1234ze(E)"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.84, ""novelty"": 0.35, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r1234zee""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_72951d6d40ca3ecef6f0,mol_bougcjdaqlkbqh-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.495667,0.0,0.35,0.837778,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-124"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.8377777777777777, ""novelty"": 0.35, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r124""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_d9362eeeff371b92e88b,mol_lvguzgtvoiakkc-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.495333,0.0,0.3,0.902222,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-134a"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9022222222222223, ""novelty"": 0.3, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r134a""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_37d71d8e320e8a55c324,mol_ofbqjsofqdebgm-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.493333,0.0,0.25,0.955556,passed,run_quantum,"{""coverage_tier"": ""B"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": """", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9555555555555556, ""novelty"": 0.25, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_n_pentane""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_f7b23076fef3602987e3,mol_qwtdnucvqczilf-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.493333,0.0,0.25,0.955556,passed,run_quantum,"{""coverage_tier"": ""B"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": """", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9555555555555556, ""novelty"": 0.25, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_isopentane""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_94bea0cb3c813114bf91,mol_bhnzezwiumjcgf-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.488333,0.0,0.25,0.922222,passed,run_quantum,"{""coverage_tier"": ""B"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-142b"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9222222222222223, ""novelty"": 0.25, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_r142b""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_b6ef8b7b4e8aaf9eda4e,mol_rgsfgyaautvsqa-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.4875,0.0,0.25,0.916667,passed,run_quantum,"{""coverage_tier"": ""B"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": """", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9166666666666666, ""novelty"": 0.25, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_cyclopentane""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_f8baf764633abb35badd,mol_cyrmsutzvyginf-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.486667,0.0,0.25,0.911111,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-11"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9111111111111111, ""novelty"": 0.25, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r11""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_3435c821382a391dcce4,mol_pxbrqckwgahehs-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.486667,0.0,0.25,0.911111,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-12"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9111111111111111, ""novelty"": 0.25, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r12""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_f0cae0b1a6577cf9959b,mol_gtlacdsxyulkmz-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.486409,0.0,0.35,0.882222,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-125"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.8822222222222222, ""novelty"": 0.35, ""performance"": 0.9469183859646155, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r125""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_a39664f4b49e1b03936f,mol_ijdnqmdrqiteod-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.484667,0.0,0.2,0.964444,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-600"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9644444444444444, ""novelty"": 0.2, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r600""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_6241404581fb4c26d26d,mol_nnppmtnajdcuhe-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.484667,0.0,0.2,0.964444,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-600a"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9644444444444444, ""novelty"": 0.2, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r600a""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_119fceedb88d9ff7256b,mol_ujpmyeoubpiphq-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.481581,0.0,0.25,0.922222,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-143a"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9222222222222223, ""novelty"": 0.25, ""performance"": 0.9774912873118069, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r143a""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_82b49b4e0a2a0b1bff8f,mol_npnpztnlovbdoc-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.481333,0.0,0.2,0.942222,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-152a"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9422222222222222, ""novelty"": 0.2, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r152a""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_87e697aa35e740401fa9,mol_vopwnxzwbydodv-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.479667,0.0,0.2,0.931111,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-22"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9311111111111111, ""novelty"": 0.2, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r22""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_7968ff165067693d11e7,mol_atuoywhbwrkthz-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.476,0.0,0.15,0.973333,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-290"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9733333333333334, ""novelty"": 0.15, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r290""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_bdbd376d3209f701378b,mol_qqonpfptgqhpma-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.474667,0.0,0.15,0.964444,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-1270"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9644444444444444, ""novelty"": 0.15, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r1270""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_be78592a70dbbc6a1d03,mol_urlkbwyhvlbvbo-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,uncertainty_sampling,0.4685,0.3,0.4,0.89,passed,manual_curation,"{""coverage_tier"": ""C"", ""missing_properties"": [""ashrae_safety"", ""cop_standard_cycle"", ""toxicity_class""], ""queue_scope"": ""promoted_gap"", ""r_number"": """", ""score_components"": {""coverage_gap"": 0.3, ""feasibility"": 0.89, ""novelty"": 0.4, ""performance"": 0.5, ""uncertainty"": 0.3}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_p_xylene""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
alq_b61c8ded19737b8e19dc,mol_rwriwbaiicgttq-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.468116,0.0,0.15,0.951111,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-32"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9511111111111111, ""novelty"": 0.15, ""performance"": 0.9848302605659423, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r32""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_9a84c9ada1899f3dbe1a,mol_wflotyskfupzqb-owojbtedsa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,uncertainty_sampling,0.463333,0.4,0.2,0.888889,passed,literature_search,"{""coverage_tier"": ""C"", ""missing_properties"": [""cop_standard_cycle"", ""gwp_100yr"", ""thermal_conductivity_liquid_wmk"", ""viscosity_liquid_pas""], ""queue_scope"": ""promoted_gap"", ""r_number"": """", ""score_components"": {""coverage_gap"": 0.4, ""feasibility"": 0.8888888888888888, ""novelty"": 0.2, ""performance"": 0.5, ""uncertainty"": 0.4}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierc_candidate_dfe_e""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
alq_62bb25a03eee7cfe8428,mol_qgzkdvfqnngyky-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.457333,0.0,0.05,0.982222,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-717"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9822222222222222, ""novelty"": 0.05, ""performance"": 1.0, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r717""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_559181778272b38dc4e8,mol_mymofizgzyhomd-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,uncertainty_sampling,0.453333,0.4,0.1,0.955556,passed,literature_search,"{""coverage_tier"": ""C"", ""missing_properties"": [""ashrae_safety"", ""cop_standard_cycle"", ""gwp_100yr"", ""toxicity_class""], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-732"", ""score_components"": {""coverage_gap"": 0.4, ""feasibility"": 0.9555555555555556, ""novelty"": 0.1, ""performance"": 0.5, ""uncertainty"": 0.4}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_oxygen""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
alq_f3291730542b1804ec28,mol_xlyofnoqvpjjnp-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.448015,0.0,0.05,0.982222,passed,run_quantum,"{""coverage_tier"": ""A"", ""missing_properties"": [], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-718"", ""score_components"": {""coverage_gap"": 0.0, ""feasibility"": 0.9822222222222222, ""novelty"": 0.05, ""performance"": 0.9689382099329366, ""uncertainty"": 0.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""anchor_r718""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_f31afaa301f01cbaad3b,mol_bqcidusakpweox-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,uncertainty_sampling,0.435,0.3,0.2,0.933333,passed,run_cycle,"{""coverage_tier"": ""C"", ""missing_properties"": [""cop_standard_cycle"", ""thermal_conductivity_liquid_wmk"", ""viscosity_liquid_pas""], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-1132a"", ""score_components"": {""coverage_gap"": 0.3, ""feasibility"": 0.9333333333333333, ""novelty"": 0.2, ""performance"": 0.5, ""uncertainty"": 0.3}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierc_candidate_r1132a""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
alq_73aacd141713c0015a3b,mol_gkaogpiiycishv-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,uncertainty_sampling,0.432,0.4,0.05,0.88,passed,literature_search,"{""coverage_tier"": ""C"", ""missing_properties"": [""cop_standard_cycle"", ""gwp_100yr"", ""thermal_conductivity_liquid_wmk"", ""viscosity_liquid_pas""], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-720"", ""score_components"": {""coverage_gap"": 0.4, ""feasibility"": 0.88, ""novelty"": 0.05, ""performance"": 0.5, ""uncertainty"": 0.4}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_neon""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
alq_ab6dec8c19b0254e2a45,mol_vggsqfucumxweo-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,uncertainty_sampling,0.421,0.3,0.1,0.973333,passed,run_cycle,"{""coverage_tier"": ""B"", ""missing_properties"": [""cop_standard_cycle"", ""thermal_conductivity_liquid_wmk"", ""viscosity_liquid_pas""], ""queue_scope"": ""promoted_gap"", ""r_number"": ""R-1150"", ""score_components"": {""coverage_gap"": 0.3, ""feasibility"": 0.9733333333333334, ""novelty"": 0.1, ""performance"": 0.5, ""uncertainty"": 0.3}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""seed_ethylene""}",proposed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready
