queue_entry_id,mol_id,campaign_id,model_version,acquisition_strategy,priority_score,uncertainty_score,novelty_score,feasibility_score,hard_constraint_status,recommended_next_action,payload_json,status,created_at,updated_at,expires_at,notes
alq_3924d8b6495ebceb91e9,mol_bhckutpbwzmsiv-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_145773931""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_a8a74cc7ca6fef550502,mol_blnwtwdbknpddj-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_57166843""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_e186c1921f3d7894764f,mol_ceygjdlhsljibw-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_53717560""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_228ab8ce3358f8f24e90,mol_cmaiqztxlppaad-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_153919313""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_47ac2bd455c4b547a7ce,mol_dlpzaolcbwzpnh-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_53395467""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_8b866fc83b4a996c1ca6,mol_dtowllgolxpcpv-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_53778552""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_b4cbac43cba431384543,mol_fbpcgfwehoydjo-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_141007219""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_b1cd24d47b823e72b1c1,mol_fvunoiihwhlced-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_145773932""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_0492ba4cd4fadae7cbff,mol_fydllxjlgcdgfh-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_12633092""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_87fc394b8a114f78ede5,mol_gcnwwriqejnuif-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_21096859""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_8c4ef3e2cb605aa8b78e,mol_gzuoryywnjpdfi-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_20311516""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_f4d29f91952b94a00299,mol_incldwshvoruig-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_153919317""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_ac6fc46734a112b9f568,mol_jbakzbqhfopihv-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_53945871""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_62cc316ff63a2b6d92b9,mol_jlfnuyohwunvmi-owojbtedsa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.6,0.748889,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.7488888888888889, ""novelty"": 0.6, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_101462199""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_a0c47f05c5bb590777a6,mol_jqrsdibmomcgdc-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_173106579""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_21774aaa41c1bdb7cf4a,mol_jrenxzbkmhpuly-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_9815""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_b742e0a4f7b617e253dc,mol_jvmuxcjcvjhblu-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_53976827""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_5725db75fc06127f0c44,mol_jvohlakgoyckkk-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_168867707""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_89d357345f3f8eb3a3d3,mol_jwwmpzygoizmqh-fonmrsagsa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.6,0.748889,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.7488888888888889, ""novelty"": 0.6, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_92153839""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_d2e64025f3b3d3cc6231,mol_jwwmpzygoizmqh-okkqscsosa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.6,0.748889,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.7488888888888889, ""novelty"": 0.6, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_92153837""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_64a2bc6b48969fc6db83,mol_jwwmpzygoizmqh-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.6,0.748889,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.7488888888888889, ""novelty"": 0.6, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_379885""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_677a7493cb7de3f61753,mol_jwwmpzygoizmqh-vvjjhmbfsa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.6,0.748889,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.7488888888888889, ""novelty"": 0.6, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_92153840""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_ba0d58e33ead58f69088,mol_jwwmpzygoizmqh-zafykaaxsa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.6,0.748889,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.7488888888888889, ""novelty"": 0.6, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_92153838""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_ce53c9f9a65eaa2b03f5,mol_klqvbizqocqggx-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_90707492""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_2e6a4c990599d86bb532,mol_kpkxqpxeuozory-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_154094095""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_1c88bcfc6b20865673cd,mol_kswyrkgfpcbmhx-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_30192""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
alq_7752b1f6496b33f26ef8,mol_kwvxhldgauuvkn-uhfffaoysa-n,v1_6_deterministic_gap_queue,v1.6.3-draft,expected_improvement,0.732333,1.0,0.55,0.815556,passed,run_quantum,"{""coverage_tier"": ""D"", ""missing_properties"": [""ashrae_safety"", ""boiling_point_c"", ""cop_standard_cycle"", ""critical_pressure_mpa"", ""critical_temp_c"", ""gwp_100yr"", ""odp"", ""thermal_conductivity_liquid_wmk"", ""toxicity_class"", ""viscosity_liquid_pas""], ""queue_scope"": ""tier_d_candidate"", ""r_number"": """", ""score_components"": {""coverage_gap"": 1.0, ""feasibility"": 0.8155555555555556, ""novelty"": 0.55, ""performance"": 0.5, ""uncertainty"": 1.0}, ""score_weights"": {""coverage_gap"": 0.1, ""feasibility"": 0.15, ""novelty"": 0.2, ""performance"": 0.3, ""uncertainty"": 0.25}, ""seed_id"": ""tierd_pubchem_57245102""}",completed,,,,deterministic active-learning queue; does not mutate recommendations or model_ready; completed from quantum pilot results
