name,property_code,property_name_candidate,value,value_num,unit,source_sheet,match_status,next_action,notes
2-Ethyl-1-Hexene,Tc_K,critical_temp_c,300.85,300.85,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-FLUOROBUTANE,Pc_MPa,critical_pressure_mpa,3.40568,3.40568,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
Methylcyclohexane,Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,35.35,35.35,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Hexyne,omega,acentric_factor,0.2183,0.2183,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-bis(difluoromethoxy)-1,1,2,2-tetrafluoroethane",Tb_K,boiling_point_c,58.7,58.700000000000045,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Ethyl-1-Pentene,Tc_K,critical_temp_c,269.85,269.85,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2H-AZIRINE,Pc_MPa,critical_pressure_mpa,6.83013,6.83013,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
Ethylcyclopentane,Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,36.4,36.4,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Hexyne,omega,acentric_factor,0.2214,0.2214,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-BUTADIENE",Tb_K,boiling_point_c,10.9,10.900000000000034,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-FLUOROBUTANE,Tc_K,critical_temp_c,174.85,174.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Hexyne,Pc_MPa,critical_pressure_mpa,3.53,3.53,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"Heptane,1-Chloro-",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,47.66,47.66,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,3-Dimethyl-1-Butene",omega,acentric_factor,0.2257,0.2257,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dibromo-1-Fluoroethane",Tb_K,boiling_point_c,123.85,123.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2H-AZIRINE,Tc_K,critical_temp_c,206.85,206.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Butene,Pc_MPa,critical_pressure_mpa,3.399,3.399,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2,2-Dimethylpentane",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,32.43,32.43,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
4-Methyl-1-Pentene,omega,acentric_factor,0.2389,0.2389,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dibromotetrafluoroethane",Tb_K,boiling_point_c,47.3,47.30000000000001,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Hexyne,Tc_K,critical_temp_c,275.85,275.85,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Butene-3-Yne,Pc_MPa,critical_pressure_mpa,4.379,4.379,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2,2,3-Trimethylbutane",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,32.05,32.05,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Methyl-1-Pentene,omega,acentric_factor,0.264,0.264,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichloro-1,1,2,3,3-Pentafluoropropane",Tb_K,boiling_point_c,49.1,49.10000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Butene,Tc_K,critical_temp_c,191.85,191.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Heptene,Pc_MPa,critical_pressure_mpa,2.6,2.6,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,3-Dimethylpentane",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,33.01,33.01,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2,3-Dimethyl-1-Butene",omega,acentric_factor,0.2269,0.2269,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichloro-1,1,2,3-Tetrafluoropropane",Tb_K,boiling_point_c,67.5,67.5,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Butene-3-Yne,Tc_K,critical_temp_c,218.85,218.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Hexene,Pc_MPa,critical_pressure_mpa,2.87,2.87,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2,3-Dimethylpentane",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,34.26,34.26,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
4-METHYL-Cis-2-PENTENE,omega,acentric_factor,0.2442,0.2442,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichloro-1,1,2-Trifluoroethane",Tb_K,boiling_point_c,29.5,29.5,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Heptene,Tc_K,critical_temp_c,293.85,293.85,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Pentene,Pc_MPa,critical_pressure_mpa,3.16,3.16,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methylhexane,Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,34.85,34.85,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
4-METHYL-Trans-2-PENTENE,omega,acentric_factor,0.2552,0.2552,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichloro-1,1,3,3,3-Pentafluoropropane",Tb_K,boiling_point_c,50,50.0,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Hexene,Tc_K,critical_temp_c,264.85,264.85,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-2-Butene,Pc_MPa,critical_pressure_mpa,3.399,3.399,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"Hexane,3-Methyl-,(S)-",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,35.1,35.1,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Pentene,omega,acentric_factor,0.2406,0.2406,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichloro-1,1-Difluoropropane",Tb_K,boiling_point_c,64.1,64.10000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-1-Pentene,Tc_K,critical_temp_c,233.85,233.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-2-Pentene,Pc_MPa,critical_pressure_mpa,3.16,3.16,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Ethylpentane,Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,35.23,35.23,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
1-Hexene,omega,acentric_factor,0.2804,0.2804,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichloro-1,2,2-Trifluoroethane",Tb_K,boiling_point_c,72.5,72.5,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-2-Butene,Tc_K,critical_temp_c,197.85,197.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methylhexane,Pc_MPa,critical_pressure_mpa,2.733,2.733,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Ethyl-1-Butene,omega,acentric_factor,0.2277,0.2277,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichloro-1,2,3,3-Tetrafluoropropane",Tb_K,boiling_point_c,69.8,69.80000000000001,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-2-Heptene,Tc_K,critical_temp_c,295.75,295.75,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"Benzene,1-Fluoro-4-Methyl-",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,39.42,39.42,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
Trans-3-HEXENE,omega,acentric_factor,0.2854,0.2854,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichloro-1,2-Difluoroethane",Tb_K,boiling_point_c,46.8,46.80000000000001,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-2-Pentene,Tc_K,critical_temp_c,240.85,240.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Pentyne,Pc_MPa,critical_pressure_mpa,4.03,4.03,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
Cis-3-HEXENE,omega,acentric_factor,0.2787,0.2787,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichlorobut-2-Ene",Tb_K,boiling_point_c,127.05,127.05000000000001,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methylhexane,Tc_K,critical_temp_c,257.22,257.22,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2-PROPANONE,-2-METHYLHYDRAZONE",Pc_MPa,critical_pressure_mpa,3.50543,3.50543,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Methyl-2-Pentene,omega,acentric_factor,0.2445,0.2445,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichlorobutane",Tb_K,boiling_point_c,124.1,124.10000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,3,3-TRIFLUORO-2-METHYLPROPENE",Pc_MPa,critical_pressure_mpa,3.34498,3.34498,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-METHYL-Cis-2-PENTENE,omega,acentric_factor,0.2585,0.2585,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
2-Pentyne,Tc_K,critical_temp_c,245.85,245.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,3-Dimethyl-1-Butene",Pc_MPa,critical_pressure_mpa,3.29,3.29,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-METHYL-Trans-2-PENTENE,omega,acentric_factor,0.2627,0.2627,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichloropropane",Tb_K,boiling_point_c,95.5,95.5,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2-PROPANONE,-2-METHYLHYDRAZONE",Tc_K,critical_temp_c,156.85,156.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,3-Dimethylhexane",Pc_MPa,critical_pressure_mpa,2.649,2.649,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
Methylcyclopentane,omega,acentric_factor,0.2302,0.2302,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dichlorotetrafluoroethane",Tb_K,boiling_point_c,3.8,3.8000000000000114,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,3,3-TRIFLUORO-2-METHYLPROPENE",Tc_K,critical_temp_c,146.85,146.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,3-Dimethylpentane",Pc_MPa,critical_pressure_mpa,2.945,2.945,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
1-Octyne,Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,42.3,42.3,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2,3-Dimethyl-2-Butene",omega,acentric_factor,0.2333,0.2333,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Difluoroaminopropane",Tb_K,boiling_point_c,16.41,16.410000000000025,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,3-Dimethyl-1-Butene",Tc_K,critical_temp_c,206.85,206.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,4-Dichloro-1-Butene",Pc_MPa,critical_pressure_mpa,3.85,3.85,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
4-Octyne,Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,42.73,42.73,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Difluorobenzene",Tb_K,boiling_point_c,94,94.0,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,3-Dimethylhexane",Tc_K,critical_temp_c,288.85,288.85,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Chloropropene,Pc_MPa,critical_pressure_mpa,4.71,4.71,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Octyne,Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,43.92,43.92,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
Cyclohexanol,omega,acentric_factor,0.3726,0.3726,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,3-Dimethylpentane",Tc_K,critical_temp_c,263.25,263.25,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Ethyl-1-Pentene,Pc_MPa,critical_pressure_mpa,3.03,3.03,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2,4,4-Trimethyl-1-Pentene",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,35.59,35.59,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
Cyclohexanamine,omega,acentric_factor,0.3604,0.3604,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Difluoropropane",Tb_K,boiling_point_c,43,43.0,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3,4-Dichloro-1-Butene",Tc_K,critical_temp_c,315.85,315.85,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Ethylpentane,Pc_MPa,critical_pressure_mpa,2.89,2.89,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"Pentene,2,4,4-Trimethyl-",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,35.59,35.59,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2,2-Dimethylbutane",omega,acentric_factor,0.235,0.235,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dimethylcyclohexane",Tb_K,boiling_point_c,124,124.0,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Chloropropene,Tc_K,critical_temp_c,241,241.0,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Hexyne,Pc_MPa,critical_pressure_mpa,3.529,3.529,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2,4,4-Trimethyl-2-Pentene",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,37.23,37.23,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"2,3-Dimethylbutane",omega,acentric_factor,0.2461,0.2461,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Dimethylcyclopentene",Tb_K,boiling_point_c,105.8,105.80000000000001,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Ethyl-1-Pentene,Tc_K,critical_temp_c,256.85,256.85,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Methyl-1-Butene,Pc_MPa,critical_pressure_mpa,3.52,3.52,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3-Hexene,2,2-Dimethyl-,(Z)-",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,36.86,36.86,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Heptadiene",Tb_K,boiling_point_c,105.5,105.5,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Ethylpentane,Tc_K,critical_temp_c,267.49,267.49,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Methyl-1-Butyne,Pc_MPa,critical_pressure_mpa,4.2,4.2,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"3-Hexene,2,2-Dimethyl-,(E)-",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,36.86,36.86,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Methylpentane,omega,acentric_factor,0.2737,0.2737,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Pentadiene",Tb_K,boiling_point_c,44.9,44.900000000000034,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Hexyne,Tc_K,critical_temp_c,270.85,270.85,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Methyl-1-Hexene,Pc_MPa,critical_pressure_mpa,2.949,2.949,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1-Pentene,3-Ethyl-2-Methyl-",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,37.27,37.27,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Pentadiene,4-Methyl-",Tb_K,boiling_point_c,70,70.0,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Methyl-1-Butene,Tc_K,critical_temp_c,177.22,177.22000000000003,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Methyl-1-Pentene,Pc_MPa,critical_pressure_mpa,3.29,3.29,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,1-Dimethylcyclohexane",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,37.92,37.92,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
trimethyl-trimethylsilyloxysilane,omega,acentric_factor,0.4176,0.4176,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,2-Propanedithiol",Tb_K,boiling_point_c,152,152.0,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Methyl-1-Butyne,Tc_K,critical_temp_c,190.05,190.05,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-METHYL-Cis-2-PENTENE,Pc_MPa,critical_pressure_mpa,3.29,3.29,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"Trans-1,4-DIMETHYLCYCLOHEXANE",Hv_298K_kJmol,vaporization_enthalpy_kjmol_at_298k_candidate,39.02,39.02,kJ/mol,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"Benzene,1,3-Dichloro-",omega,acentric_factor,0.279,0.279,dimensionless,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
"1,3,3,3-Tetrafluoropropene",Tb_K,boiling_point_c,-16,-16.0,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Methyl-1-Hexene,Tc_K,critical_temp_c,254.85,254.85000000000002,degC,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
3-Methylcyclopentene,Pc_MPa,critical_pressure_mpa,4.13,4.13,MPa,2-热物性参考,unmatched_name_only,resolve_structure_or_external_id_before_seed_catalog,thermo reference workbook-only name staged for later identity resolution
