request_id,mol_id,conformer_index,relative_energy_kcal_mol,relative_energy_kj_mol,boltzmann_weight,source_xyz,artifact_uri,artifact_sha256,notes
qreq_87b6209f4b1e5089,mol_mssnhsvigihoja-uhfffaoysa-n,2,2.0,8.368,0.15168680440934168,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_2468622b8566b7a8/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_87b6209f4b1e5089/qreq_87b6209f4b1e5089_crest_artifact.tar.gz,65298809251468dfbbc1618a20e45153cf2f48bf8ff9bf99988458735a1ad2aa,phase-2 conformer detail; execution_kind=crest
qreq_87b6209f4b1e5089,mol_mssnhsvigihoja-uhfffaoysa-n,3,3.0,12.552,0.028050636187338766,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_2468622b8566b7a8/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_87b6209f4b1e5089/qreq_87b6209f4b1e5089_crest_artifact.tar.gz,65298809251468dfbbc1618a20e45153cf2f48bf8ff9bf99988458735a1ad2aa,phase-2 conformer detail; execution_kind=crest
qreq_8b49fa6eb9bb302e,mol_vopwnxzwbydodv-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_42936f2e8d47f97e/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_8b49fa6eb9bb302e/qreq_8b49fa6eb9bb302e_crest_artifact.tar.gz,e7c1dc17ae0578ebea85545b1c5f60d796d824c450793af128dbe9ed80290adb,phase-2 conformer detail; execution_kind=singleton
qreq_90b5e029fa9a213b,mol_nsgxibwmjzwtpy-uhfffaoysa-n,1,1.0,4.184,0.8439354867065084,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_7dedcb23dc4b48ce/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_90b5e029fa9a213b/qreq_90b5e029fa9a213b_crest_artifact.tar.gz,58b739e31452bad4c2e9d389168b6fc411f5000f6f8450d87bce66c418b880a2,phase-2 conformer detail; execution_kind=crest
qreq_90b5e029fa9a213b,mol_nsgxibwmjzwtpy-uhfffaoysa-n,2,2.0,8.368,0.1560645132934915,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_7dedcb23dc4b48ce/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_90b5e029fa9a213b/qreq_90b5e029fa9a213b_crest_artifact.tar.gz,58b739e31452bad4c2e9d389168b6fc411f5000f6f8450d87bce66c418b880a2,phase-2 conformer detail; execution_kind=crest
qreq_9206ab3ac40c404a,mol_rwriwbaiicgttq-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_1721dd29a5f82ba7/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_9206ab3ac40c404a/qreq_9206ab3ac40c404a_crest_artifact.tar.gz,0786bdbc2e815e41cdd02401aa114aa53fc75203c92ba5c01e84b6fd9d624823,phase-2 conformer detail; execution_kind=singleton
qreq_927eb349d5bb6685,mol_vggsqfucumxweo-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_76295c8587ab7ca3/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_927eb349d5bb6685/qreq_927eb349d5bb6685_crest_artifact.tar.gz,6a2544e8839a25da8341f62a08e5eb80bcdb2c45395ed40747fcbd9194c28071,phase-2 conformer detail; execution_kind=singleton
qreq_9c990ef03f8b9eb7,mol_gqplmrytrlflpf-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_a0882ffcd89786cb/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_9c990ef03f8b9eb7/qreq_9c990ef03f8b9eb7_crest_artifact.tar.gz,3cecdc42c9f87e9edf23d6356738771eb992aef233aedde5382ed2a5c9416d13,phase-2 conformer detail; execution_kind=singleton
qreq_9e3b8582f9a6dbac,mol_atuoywhbwrkthz-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_3fc552e219566122/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_9e3b8582f9a6dbac/qreq_9e3b8582f9a6dbac_crest_artifact.tar.gz,923aea8b74e54044881c05219ce0d9fb746343f8697c5ca0b856e3312a89e277,phase-2 conformer detail; execution_kind=singleton
qreq_9fc310f2d67dfff3,mol_xkrfyhlgvusroy-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_30477401480e461b/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_9fc310f2d67dfff3/qreq_9fc310f2d67dfff3_crest_artifact.tar.gz,70d4a8e67f1bd6ce169d6d4b7a024199b1480bc4a162ad73a8a1915b532e7e3c,phase-2 conformer detail; execution_kind=singleton
qreq_a2537693d28460a4,mol_nnppmtnajdcuhe-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_4a7c35fb99f5cd54/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_a2537693d28460a4/qreq_a2537693d28460a4_crest_artifact.tar.gz,de0d56801a50b1926dd96c5971ef84762c5c40052089cd9e803f1a5e2c33eb82,phase-2 conformer detail; execution_kind=singleton
qreq_aa716ffc98a58acb,mol_vpayjeuhkvessd-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_023fc363a5eed1d7/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_aa716ffc98a58acb/qreq_aa716ffc98a58acb_crest_artifact.tar.gz,70834880366d9fb7955e051e606b61d3ee405e829a2166412aa5a4f0bba4c900,phase-2 conformer detail; execution_kind=singleton
qreq_ae11441f5ca64291,mol_nehmkbqyuwjmip-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_995eb861bf73a8d0/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_ae11441f5ca64291/qreq_ae11441f5ca64291_crest_artifact.tar.gz,fe65dbe4723ff439233d5e22683f7a49a944922e488a6a70bbaec789af3508f2,phase-2 conformer detail; execution_kind=singleton
qreq_b62dd364bb53b0e8,mol_xpdwgbqvdmorpb-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_95d9aae33b95135b/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_b62dd364bb53b0e8/qreq_b62dd364bb53b0e8_crest_artifact.tar.gz,ba5c3aa6405e6f74a5aca2ccc1f4cdc11da18fe353e5140ab2327c70097c7858,phase-2 conformer detail; execution_kind=singleton
qreq_bc64cfc8d13d3613,mol_nbvxsuqywxrmnv-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_2968e9ed041dc5df/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_bc64cfc8d13d3613/qreq_bc64cfc8d13d3613_crest_artifact.tar.gz,6b0391584f9ffb1e33335339db4d52ae4e4a91dca925a0dae7720a00cdfe3988,phase-2 conformer detail; execution_kind=singleton
qreq_be1f77133f70ff0a,mol_ahfmsndoycfeph-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_a593766a9030d410/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_be1f77133f70ff0a/qreq_be1f77133f70ff0a_crest_artifact.tar.gz,e963d8a7f7940d67baad8c324ee7a4a35be6cf1dae4da6d6d949ed4e78189e38,phase-2 conformer detail; execution_kind=singleton
qreq_bf299fde55b07754,mol_npnpztnlovbdoc-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_c4e956b4882b3da9/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_bf299fde55b07754/qreq_bf299fde55b07754_crest_artifact.tar.gz,f3718c09ea05e7f67434b4e7fd2e028b9e6be617fd209812b3230b6613b41bee,phase-2 conformer detail; execution_kind=singleton
qreq_d00f9fcb59b21ef2,mol_ajdizqlsfpqpey-uhfffaoysa-n,1,1.0,4.184,0.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_dabbbe00062d590c/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_d00f9fcb59b21ef2/qreq_d00f9fcb59b21ef2_crest_artifact.tar.gz,e8dbed521df151191a2a8b7fe2945173b927881c204a46bf82b660de7ad45a09,phase-2 conformer detail; execution_kind=crest
qreq_d00f9fcb59b21ef2,mol_ajdizqlsfpqpey-uhfffaoysa-n,2,2.0,8.368,0.139,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_dabbbe00062d590c/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_d00f9fcb59b21ef2/qreq_d00f9fcb59b21ef2_crest_artifact.tar.gz,e8dbed521df151191a2a8b7fe2945173b927881c204a46bf82b660de7ad45a09,phase-2 conformer detail; execution_kind=crest
qreq_d2ca21ff91dad097,mol_cdooaushhfgwsa-uphrsurjsa-n,1,1.0,4.184,0.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_6a73f82efdc1e941/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_d2ca21ff91dad097/qreq_d2ca21ff91dad097_crest_artifact.tar.gz,40b38d612db96e115cac31acac7bbf769c31128d4c993105a85bc07b4f410005,phase-2 conformer detail; execution_kind=crest
qreq_d2ca21ff91dad097,mol_cdooaushhfgwsa-uphrsurjsa-n,2,2.0,8.368,0.236,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_6a73f82efdc1e941/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_d2ca21ff91dad097/qreq_d2ca21ff91dad097_crest_artifact.tar.gz,40b38d612db96e115cac31acac7bbf769c31128d4c993105a85bc07b4f410005,phase-2 conformer detail; execution_kind=crest
qreq_d4916ca41bdaba89,mol_cdooaushhfgwsa-owojbtedsa-n,1,1.0,4.184,0.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_5716a6e5f61b2163/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_d4916ca41bdaba89/qreq_d4916ca41bdaba89_crest_artifact.tar.gz,2c55bdf618865c4fd3cf2ee5c893e49f3d9412064015a6bfc641ceac3eafd7ab,phase-2 conformer detail; execution_kind=crest
qreq_dadcfc9d22e8afab,mol_fyirupztypildh-uhfffaoysa-n,1,1.0,4.184,0.8202625594033195,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_03721bb6b2f4c435/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_dadcfc9d22e8afab/qreq_dadcfc9d22e8afab_crest_artifact.tar.gz,e9a3f64da534287382966eebd84ae596cfbebfb0baaa11bce0c9f7875d9014c2,phase-2 conformer detail; execution_kind=crest
qreq_dadcfc9d22e8afab,mol_fyirupztypildh-uhfffaoysa-n,2,2.0,8.368,0.15168680440934168,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_03721bb6b2f4c435/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_dadcfc9d22e8afab/qreq_dadcfc9d22e8afab_crest_artifact.tar.gz,e9a3f64da534287382966eebd84ae596cfbebfb0baaa11bce0c9f7875d9014c2,phase-2 conformer detail; execution_kind=crest
qreq_dadcfc9d22e8afab,mol_fyirupztypildh-uhfffaoysa-n,3,3.0,12.552,0.028050636187338766,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_03721bb6b2f4c435/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_dadcfc9d22e8afab/qreq_dadcfc9d22e8afab_crest_artifact.tar.gz,e9a3f64da534287382966eebd84ae596cfbebfb0baaa11bce0c9f7875d9014c2,phase-2 conformer detail; execution_kind=crest
qreq_db4921de2cf22620,mol_mizlgwkezapefj-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_793c80431543b963/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_db4921de2cf22620/qreq_db4921de2cf22620_crest_artifact.tar.gz,42151ff81c94ebdd3005d10f4f4d541c5bce66035597e101b156ba908f763c96,phase-2 conformer detail; execution_kind=singleton
qreq_dc5e6db9708a6885,mol_tzihfwkzfhzasv-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_62d1e6a2653503dc/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_dc5e6db9708a6885/qreq_dc5e6db9708a6885_crest_artifact.tar.gz,243306bba58692149e41780f1aa46772dd9377beda12ba4c06e36a3ca18b8d6f,phase-2 conformer detail; execution_kind=singleton
qreq_dcd27ca88b1ffc16,mol_qysgyzvsczslht-uhfffaoysa-n,1,1.0,4.184,0.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_030b1aa9a94d0f9f/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_dcd27ca88b1ffc16/qreq_dcd27ca88b1ffc16_crest_artifact.tar.gz,060dac38d0dd6f649857ee098ee32188a86104676032cd4c469556c982c91b6b,phase-2 conformer detail; execution_kind=crest
qreq_dcd27ca88b1ffc16,mol_qysgyzvsczslht-uhfffaoysa-n,2,2.0,8.368,0.901,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_030b1aa9a94d0f9f/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_dcd27ca88b1ffc16/qreq_dcd27ca88b1ffc16_crest_artifact.tar.gz,060dac38d0dd6f649857ee098ee32188a86104676032cd4c469556c982c91b6b,phase-2 conformer detail; execution_kind=crest
qreq_e470eb6d312ea53c,mol_yfmfnykeudldtl-uhfffaoysa-n,1,1.0,4.184,0.8439354867065084,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_7409b07997e96b1f/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_e470eb6d312ea53c/qreq_e470eb6d312ea53c_crest_artifact.tar.gz,8c9b55fd2798aac53c0b7e20569316fdb8c0e1ceae246d37c70047b54c845ca4,phase-2 conformer detail; execution_kind=crest
qreq_e470eb6d312ea53c,mol_yfmfnykeudldtl-uhfffaoysa-n,2,2.0,8.368,0.1560645132934915,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_7409b07997e96b1f/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_e470eb6d312ea53c/qreq_e470eb6d312ea53c_crest_artifact.tar.gz,8c9b55fd2798aac53c0b7e20569316fdb8c0e1ceae246d37c70047b54c845ca4,phase-2 conformer detail; execution_kind=crest
qreq_e5e5d085c87a04f0,mol_wgzyqosevsxdni-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_ff675f0a83e0ff09/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_e5e5d085c87a04f0/qreq_e5e5d085c87a04f0_crest_artifact.tar.gz,d069198e9d1c317ce749be32632e258f51f595300795e067d44141fe5250120b,phase-2 conformer detail; execution_kind=singleton
qreq_e80553d958b20967,mol_txeyqdlbpfqvaa-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_41c85ba9cddffd06/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_e80553d958b20967/qreq_e80553d958b20967_crest_artifact.tar.gz,82fa57f6aa2f5f360460c1e0c73f9e34f864660162a8ba07ba31753469cc4993,phase-2 conformer detail; execution_kind=singleton
qreq_e92579a143e333e9,mol_wxgnwuvnymjeni-uhfffaoysa-n,1,1.0,4.184,0.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_0d0e1013c6f83e2c/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_e92579a143e333e9/qreq_e92579a143e333e9_crest_artifact.tar.gz,44a8d6d9f4b0188e4993638632e846c033b651fdc76a9bbf01d6a0b01c428ca6,phase-2 conformer detail; execution_kind=crest
qreq_f161f4559992e974,mol_ijdnqmdrqiteod-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_50716528fb85b3e3/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_f161f4559992e974/qreq_f161f4559992e974_crest_artifact.tar.gz,5b02283573215373b1fb8609ab898e92174e6fb9415cbf56265aaaf335cd30be,phase-2 conformer detail; execution_kind=singleton
qreq_f1732a6c4724430a,mol_wmiykqltonqjes-uhfffaoysa-n,1,1.0,4.184,0.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_3fb023cde47fba61/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_f1732a6c4724430a/qreq_f1732a6c4724430a_crest_artifact.tar.gz,ecee4853745bfdc604ef4f13a78da84c623bc73d163caaae5e1c42952661baf1,phase-2 conformer detail; execution_kind=crest
qreq_f307b0b03ecc4a6b,mol_ufhflcqgniynrp-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_604b490c1ec2a355/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_f307b0b03ecc4a6b/qreq_f307b0b03ecc4a6b_crest_artifact.tar.gz,3a06f25673cbdd1fcb01528c8e19b76e4191dc15c711185a9c5dbad7e91e8b91,phase-2 conformer detail; execution_kind=singleton
qreq_f61e882d3098d7c3,mol_otmsdbzupauedd-uhfffaoysa-n,1,0.0,0.0,1.0,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_4e06eeb7fb36f82b/xtbopt.xyz,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_phase2_artifacts/crest_conformer/qreq_f61e882d3098d7c3/qreq_f61e882d3098d7c3_crest_artifact.tar.gz,fce8488343ac5e0f720c20b6756a830e7031f5691d9356620da2e5929f51ca67,phase-2 conformer detail; execution_kind=singleton
