substance_id,refrigerant_number,requested_property_count,requested_properties,seed_id,mol_id,canonical_smiles,isomeric_smiles,mapping_status,mapping_reason,has_completed_xtb,has_completed_psi4_dft,xtb_request_id,dft_request_id,xtb_enqueue_status,dft_enqueue_status,dft_xyz_source_path,dft_blocking_issue
SUB062,R-718,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r718,mol_xlyofnoqvpjjnp-uhfffaoysa-n,O,O,mapped,mapped_by_seed_catalog,1,1,qreq_3eb0bfdad3405c1f,qreq_1fd44e958e55cdbb,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_3eb0bfdad3405c1f/xtbopt.xyz,
SUB063,R-720,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,seed_neon,mol_gkaogpiiycishv-uhfffaoysa-n,[Ne],[Ne],mapped,mapped_by_seed_catalog,1,1,qreq_195360bfb8d39ca5,qreq_32f137de422f887e,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_195360bfb8d39ca5/xtbopt.xyz,
SUB064,R-728,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,seed_nitrogen,mol_ijgrmhoshxdmsa-uhfffaoysa-n,N#N,N#N,mapped,mapped_by_seed_catalog,1,1,qreq_2bb701254a8634bc,qreq_d9d5fc7e44aedfa9,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_2bb701254a8634bc/xtbopt.xyz,
SUB065,R-732,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,seed_oxygen,mol_mymofizgzyhomd-uhfffaoysa-n,O=O,O=O,mapped,mapped_by_seed_catalog,1,1,qreq_a28744f46b82c10c,qreq_6cd83af16e7e2ba8,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_a28744f46b82c10c/xtbopt.xyz,
SUB066,R-740,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,seed_argon,mol_xkrfyhlgvusroy-uhfffaoysa-n,[Ar],[Ar],mapped,mapped_by_seed_catalog,1,1,qreq_30477401480e461b,qreq_308cf1bb77aa2326,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_30477401480e461b/xtbopt.xyz,
SUB008,R-744,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r744,mol_curltugmzlyldi-uhfffaoysa-n,O=C=O,O=C=O,mapped,mapped_by_seed_catalog,1,1,qreq_f5d93b2299966701,qreq_01f4ee234ccbcb78,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_f5d93b2299966701/xtbopt.xyz,
SUB067,R-744A,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,seed_nitrousoxide,mol_gqplmrytrlflpf-uhfffaoysa-n,[N-]=[N+]=O,[N-]=[N+]=O,mapped,mapped_by_seed_catalog,1,1,qreq_a0882ffcd89786cb,qreq_0fafe75ab867a7ce,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_a0882ffcd89786cb/xtbopt.xyz,
SUB068,R-764,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,seed_sulfurdioxide,mol_rahzwnyvwxnfoc-uhfffaoysa-n,O=S=O,O=S=O,mapped,mapped_by_seed_catalog,1,1,qreq_f21d10a38d15d534,qreq_8e091a7b83eda4b1,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_f21d10a38d15d534/xtbopt.xyz,
SUB092,R-C316,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB054,R-C318,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB132,R-E125,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB072,R-E134,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB105,R-E143a,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB052,R-E170,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB133,R-E227ca1,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB134,R-E227ea1,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB118,R-E236ea2,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB098,R-E245ca1,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB103,R-E245cb2,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB097,R-E245fa2,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB104,R-E254cb2,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB130,R-E263fb2,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB101,R-E347mcc3,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB110,R-E347mmy1,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
